SUBCOUNTY,HEALTH FACILITY,PERIOD,POPN,BCG,Polio0,HepB0,Polio1,Polio2,Polio3,IPV,IPV2,PENTA1,PENTA2,PENTA3,PCV1,PCV2,PCV3,Rota1 ,Rota2,Rota3,MR1,YF,Fully_imm,MR2,HPV1-Dose 1,HPV2-Dose 2,VitA1,VitA2,DEW1,DEW2,BCG_POLIO_TARGET,EPI_TARGET,HPV_TARGET,DEW_TARGET,VITA_TARGET
Nama Subcounty,Nama Subcounty,Aug-24,5883.3,204,166,124,256,285,275,401,283,261,310,286,256,293,286,250,366,286,299,213,245,74,45,33,538,539,891,811,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Sep-24,5883.3,192,107,95,174,191,230,394,267,240,246,269,205,242,264,226,278,245,288,293,394,59,9,22,602,697,916,671,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Oct-24,5883.3,258,145,120,260,231,232,454,278,296,286,294,293,284,285,285,328,294,272,307,335,63,94,85,715,591,1100,790,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Nov-24,5883.3,353,206,179,318,308,302,467,297,332,305,349,338,305,333,332,356,332,392,270,375,159,1333,311,2961,3296,8230,9708,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Dec-24,5883.3,288,159,10,253,263,267,469,111,278,248,303,273,252,284,298,312,77,302,63,262,107,22,11,798,811,866,761,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Jan-25,5883.3,285,198,53,303,271,278,563,168,359,323,344,341,326,304,338,347,108,335,140,437,143,26,17,476,534,414,691,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Feb-25,5883.3,199,171,111,296,331,308,449,233,292,328,321,282,324,304,274,368,152,242,520,217,2469,40,34,1300,974,1275,539,285.3,253,90.6,2453.3,1064.9
Nama Subcounty,Nama Subcounty,Mar-25,5883.3,219,193,47,253,273,330,433,147,270,294,315,264,276,320,279,297,48,250,135,183,99,15,13,836,346,782,698,285.3,253,90.6,2453.3,1064.9
Ntenjeru Kisoga Town Council,Herona Medical Centre,Jul-24,1516.7,170,150,150,130,109,122,120,106,128,106,119,123,112,122,107,94,119,139,230,50,0,0,0,88,138,170,170,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Aug-24,1516.7,66,56,56,72,53,42,42,54,72,54,42,72,53,41,58,32,42,47,287,47,0,0,0,83,0,37,10,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Sep-24,1516.7,69,41,41,84,75,94,85,76,84,76,94,84,75,93,82,76,94,54,139,54,0,0,0,37,55,61,61,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Oct-24,1516.7,42,55,55,72,69,72,72,69,72,69,72,72,69,72,69,71,72,83,47,0,0,0,0,92,97,59,59,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Nov-24,1516.7,40,40,40,76,44,28,104,44,76,44,28,76,44,28,76,44,28,24,54,38,20,0,0,68,64,84,58,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Dec-24,1516.7,52,52,0,66,48,51,66,55,66,48,51,66,48,51,66,48,51,40,40,13,0,0,0,98,3,44,7,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Jan-25,1516.7,65,33,0,31,24,27,57,0,57,60,45,57,60,45,57,60,0,57,0,57,31,0,0,121,10,69,8,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Feb-25,1516.7,59,50,0,60,49,48,60,0,60,49,48,60,49,48,60,49,0,55,0,9,17,0,0,121,10,78,6,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Herona Medical Centre,Mar-25,1516.7,53,46,0,93,78,48,93,0,93,78,48,93,78,39,93,72,0,56,0,41,21,0,0,156,0,88,0,73.6,65.2,23.4,632.5,274.5
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Jul-24,2941.7,178,137,137,138,108,111,138,102,138,108,111,138,108,111,138,108,111,107,19,97,33,4,6,172,75,146,67,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Aug-24,2941.7,137,102,85,142,128,114,142,114,142,122,114,142,128,114,142,128,114,78,74,68,21,0,0,193,74,161,53,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Sep-24,2941.7,145,109,87,122,130,139,122,138,122,130,139,122,130,139,122,130,138,91,89,87,33,0,0,105,17,64,99,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Oct-24,2941.7,177,125,106,142,120,139,142,139,142,120,139,142,120,139,142,120,139,111,108,103,46,13,51,239,41,2374,89,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Nov-24,2941.7,163,125,125,264,208,190,220,183,224,183,190,206,190,184,255,208,190,188,91,201,124,187,303,1678,502,3716,13005,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Dec-24,2941.7,147,114,88,132,99,98,132,100,132,99,100,132,99,100,132,95,100,85,82,76,37,0,3,98,23,148,68,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Jan-25,2941.7,189,145,0,99,91,97,141,0,141,144,148,141,144,148,141,143,0,111,0,110,48,1,2,169,162,80,194,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Feb-25,2941.7,156,118,0,138,121,143,139,0,138,116,122,138,116,122,138,116,0,87,0,74,56,11,14,42,131,193,0,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Kojja Health Centre IV,Mar-25,2941.7,187,150,0,146,150,131,144,0,144,127,131,144,127,131,145,127,0,129,0,119,40,0,0,64,0,68,113,142.7,126.5,45.3,1226.7,532.4
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Jul-24,4458.3,353,292,287,278,225,244,279,208,276,222,241,271,227,244,255,209,230,257,249,151,33,4,6,280,261,348,278,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Aug-24,4458.3,209,168,141,223,192,161,197,168,223,187,161,223,192,160,209,171,156,132,361,118,21,0,0,291,89,218,83,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Sep-24,4458.3,217,153,128,214,215,240,222,214,214,216,240,214,215,239,212,216,232,152,228,144,33,0,0,170,95,144,168,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Oct-24,4458.3,223,184,161,217,198,219,221,208,217,198,219,217,200,219,214,200,211,201,155,107,50,13,51,383,159,2485,169,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Nov-24,4458.3,205,167,167,348,254,225,331,229,308,229,225,290,237,219,339,255,225,216,149,242,144,187,303,1787,594,3841,13097,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Dec-24,4458.3,202,169,88,203,153,152,204,155,203,153,154,203,153,154,203,149,151,132,122,93,40,0,3,232,102,268,129,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Jan-25,4458.3,256,180,0,132,119,134,223,0,200,206,203,200,208,203,202,205,0,170,0,176,81,1,2,318,238,197,249,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Feb-25,4458.3,218,171,0,202,175,195,203,0,202,170,174,202,170,174,202,170,0,149,0,90,77,11,14,194,206,318,42,216.2,191.7,68.7,1859.1,807
Ntenjeru Kisoga Town Council,Ntenjeru Kisoga Town Council,Mar-25,4458.3,247,203,0,244,232,182,242,0,242,209,182,242,209,173,243,203,0,194,0,162,65,0,0,252,67,206,157,216.2,191.7,68.7,1859.1,807
Ntunda Subcounty,Kateete Health Centre II,Jul-24,450,9,9,9,12,9,9,12,9,12,9,9,12,9,9,12,9,0,5,5,5,1,0,0,16,38,29,108,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Aug-24,450,13,13,7,11,13,8,11,8,11,13,8,11,13,8,11,13,8,3,3,3,6,0,0,6,70,70,99,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Sep-24,450,8,11,8,15,18,12,15,12,15,18,12,15,18,12,75,18,12,6,6,6,0,0,0,5,67,67,135,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Oct-24,450,9,9,0,10,12,19,10,19,10,12,19,10,12,19,10,12,8,8,19,3,3,0,0,3,131,111,198,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Nov-24,450,10,10,10,10,7,10,10,10,10,7,10,10,7,10,10,7,10,10,10,9,13,3,0,57,215,49,842,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Dec-24,450,6,6,0,15,13,13,15,13,15,13,13,15,13,13,15,13,13,7,7,7,2,0,0,24,49,38,152,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Jan-25,450,14,14,4,16,16,14,16,14,16,16,14,16,16,14,16,16,14,13,13,13,10,1,0,17,87,50,172,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Feb-25,450,12,12,12,13,14,17,13,17,13,14,17,13,14,17,13,14,17,24,16,24,254,10,0,12,46,46,163,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kateete Health Centre II,Mar-25,450,13,67,13,16,12,19,16,19,16,12,19,16,12,19,16,12,19,12,15,12,0,0,0,18,82,101,170,21.8,19.4,6.9,187.7,81.5
Ntunda Subcounty,Kyabazaala Health Centre III,Jul-24,1183.3,55,55,52,52,40,45,52,45,52,40,45,52,40,45,52,40,45,56,54,56,22,1,0,94,0,56,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Aug-24,1183.3,53,53,47,75,56,44,75,44,75,56,44,75,56,44,75,56,44,24,24,24,10,20,0,40,0,7,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Sep-24,1183.3,59,0,0,57,86,70,57,72,57,86,72,57,86,72,57,88,72,31,31,31,12,10,0,75,0,41,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Oct-24,1183.3,59,56,59,63,58,72,63,72,63,58,72,63,58,72,63,58,72,46,46,46,10,240,90,0,0,0,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Nov-24,1183.3,37,34,26,35,24,20,35,20,35,24,20,35,24,20,35,24,20,24,24,24,2,238,37,0,0,0,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Dec-24,1183.3,40,33,26,31,26,35,31,35,31,26,35,31,26,35,31,26,35,21,21,21,9,0,0,72,5,55,5,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Jan-25,1183.3,30,29,29,37,38,34,37,34,37,38,34,37,38,34,37,38,34,32,32,32,20,0,0,95,0,39,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Feb-25,1183.3,48,44,43,42,61,60,42,60,42,61,60,42,61,60,42,61,60,68,68,68,12,0,0,147,0,119,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Kyabazaala Health Centre III,Mar-25,1183.3,47,42,46,48,28,33,48,33,48,28,33,48,28,33,48,28,33,38,38,38,6,139,0,0,0,0,0,57.4,50.9,18.2,493.4,214.2
Ntunda Subcounty,Ntunda Subcounty,Jul-24,1633.3,64,64,61,64,49,54,64,54,64,49,54,64,49,54,64,49,45,61,59,61,23,1,0,110,38,85,108,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Aug-24,1633.3,66,66,54,86,69,52,86,52,86,69,52,86,69,52,86,69,52,27,27,27,16,20,0,46,70,77,99,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Sep-24,1633.3,67,11,8,72,104,82,72,84,72,104,84,72,104,84,132,106,84,37,37,37,12,10,0,80,67,108,135,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Oct-24,1633.3,68,65,59,73,70,91,73,91,73,70,91,73,70,91,73,70,80,54,65,49,13,240,90,3,131,111,198,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Nov-24,1633.3,47,44,36,45,31,30,45,30,45,31,30,45,31,30,45,31,30,34,34,33,15,241,37,57,215,49,842,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Dec-24,1633.3,46,39,26,46,39,48,46,48,46,39,48,46,39,48,46,39,48,28,28,28,11,0,0,96,54,93,157,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Jan-25,1633.3,44,43,33,53,54,48,53,48,53,54,48,53,54,48,53,54,48,45,45,45,30,1,0,112,87,89,172,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Feb-25,1633.3,60,56,55,55,75,77,55,77,55,75,77,55,75,77,55,75,77,92,84,92,266,10,0,159,46,165,163,79.2,70.2,25.2,681.1,295.6
Ntunda Subcounty,Ntunda Subcounty,Mar-25,1633.3,60,109,59,64,40,52,64,52,64,40,52,64,40,52,64,40,52,50,53,50,6,139,0,18,82,101,170,79.2,70.2,25.2,681.1,295.6
Seetanamuganga Subcounty,Namuganga Health Centre III,Jul-24,2416.7,58,19,10,35,27,36,33,36,35,27,36,35,27,27,35,27,0,38,33,33,0,0,0,100,63,63,63,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Aug-24,2416.7,11,11,0,27,23,20,27,28,27,23,20,27,23,20,27,23,28,19,25,19,0,0,0,0,0,0,0,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Sep-24,2416.7,10,10,10,31,28,26,31,28,31,28,26,31,28,26,31,28,28,24,35,24,0,0,0,0,0,0,0,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Oct-24,2416.7,12,12,0,30,28,20,30,23,30,28,20,30,28,20,30,28,20,20,22,20,0,0,0,20,0,0,0,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Nov-24,2416.7,116,25,2,75,71,73,75,28,75,71,73,75,71,73,75,71,36,78,29,29,160,1,21,112,351,174,5010,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Dec-24,2416.7,21,7,0,23,33,26,23,0,23,33,26,23,33,27,21,29,0,24,0,15,6,0,0,14,0,9,0,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Jan-25,2416.7,41,26,2,49,52,67,49,67,49,52,67,49,52,67,49,52,67,14,43,14,34,0,0,62,14,72,152,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Feb-25,2416.7,54,42,0,65,72,78,65,0,65,72,78,65,72,78,65,72,0,76,0,66,3146,31,39,171,113,141,38,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Namuganga Health Centre III,Mar-25,2416.7,71,46,0,72,67,77,72,77,72,67,77,72,67,77,72,67,77,58,58,56,34,0,0,79,95,95,90,117.2,103.9,37.2,1007.8,437.4
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Jul-24,600,20,9,5,23,22,19,23,15,23,22,19,23,22,19,23,22,19,19,13,19,0,0,0,47,0,26,6,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Aug-24,600,18,4,4,32,24,24,32,24,32,24,24,32,24,24,32,24,24,17,17,17,6,3,9,33,31,44,9,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Sep-24,600,14,8,3,16,21,16,16,19,16,21,16,16,21,16,16,21,16,10,10,10,0,3,24,10,14,8,23,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Oct-24,600,19,9,1,20,18,27,47,27,20,18,27,20,18,27,20,18,27,22,22,22,4,0,0,41,27,16,168,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Nov-24,600,16,8,8,22,20,31,13,24,27,20,29,22,20,31,18,20,28,34,14,24,219,0,0,216,135,451,614,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Dec-24,600,9,0,0,0,0,0,14,18,14,13,18,14,13,18,14,13,12,12,0,12,0,0,0,20,18,14,9,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Jan-25,600,0,3,1,10,14,8,21,18,21,26,18,21,26,18,21,26,0,32,1,32,0,0,0,47,0,39,27,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Feb-25,600,33,4,1,24,22,16,24,16,24,22,16,24,22,16,24,22,0,15,13,1,0,0,0,26,18,13,0,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seeta Kasawo Health Centre II,Mar-25,600,17,9,2,19,19,21,19,21,19,19,21,19,19,21,19,19,21,21,21,21,3,0,0,19,12,21,11,29.1,25.8,9.2,250.2,108.6
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Jul-24,3016.7,78,28,15,58,49,55,56,51,58,49,55,58,49,46,58,49,19,57,46,52,0,0,0,147,63,89,69,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Aug-24,3016.7,29,15,4,59,47,44,59,52,59,47,44,59,47,44,59,47,52,36,42,36,6,3,9,33,31,44,9,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Sep-24,3016.7,24,18,13,47,49,42,47,47,47,49,42,47,49,42,47,49,44,34,45,34,0,3,24,10,14,8,23,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Oct-24,3016.7,31,21,1,50,46,47,77,50,50,46,47,50,46,47,50,46,47,42,44,42,4,0,0,61,27,16,168,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Nov-24,3016.7,132,33,10,97,91,104,88,52,102,91,102,97,91,104,93,91,64,112,43,53,379,1,21,328,486,625,5624,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Dec-24,3016.7,30,7,0,23,33,26,37,18,37,46,44,37,46,45,35,42,12,36,0,27,6,0,0,34,18,23,9,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Jan-25,3016.7,41,29,3,59,66,75,70,85,70,78,85,70,78,85,70,78,67,46,44,46,34,0,0,109,14,111,179,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Feb-25,3016.7,87,46,1,89,94,94,89,16,89,94,94,89,94,94,89,94,0,91,13,67,3146,31,39,197,131,154,38,146.3,129.7,46.5,1258,546
Seetanamuganga Subcounty,Seetanamuganga Subcounty,Mar-25,3016.7,88,55,2,91,86,98,91,98,91,86,98,91,86,98,91,86,98,79,79,77,37,0,0,98,107,116,101,146.3,129.7,46.5,1258,546
Mukono District,Mukono District,Jul-24,64666.7,3529,2794,2154,3275,3078,3081,4109,2788,3263,3123,3079,3220,3109,3078,3240,3124,2504,3133,3306,2826,927,971,392,6548,5777,5955,13528,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Aug-24,64666.7,3035,2461,941,3074,2936,2829,4051,2613,3158,2936,2873,3115,2982,2877,3041,2929,2408,2784,2763,2450,865,409,230,5203,2466,7019,5408,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Sep-24,64666.7,3257,2617,979,2892,2808,2889,3433,2641,3009,3067,3004,2980,2923,3077,2915,2825,2568,2878,2889,2745,868,247,266,6186,2990,14490,7116,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Oct-24,64666.7,3422,2642,1072,3265,3044,3025,4258,2845,3401,3133,3185,3395,3179,3168,3253,3090,2629,3025,2896,2797,929,1988,1302,8736,5519,18710,22585,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Nov-24,64666.7,3568,1945,1419,3223,2797,3230,4529,3386,3702,3174,3732,3614,3170,3682,3323,3019,3313,4517,3524,3430,4739,6634,2560,21070,26012,38270,67006,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Dec-24,64666.7,2918,992,926,1605,1761,1551,3495,2172,2693,2576,2520,2727,2568,2535,2583,2453,1894,2339,1846,1874,849,57,25,3971,5143,3734,4930,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Jan-25,64666.7,3595,2007,1261,2950,2434,2471,4683,2382,3487,3198,3239,3661,3395,3486,3177,2979,1812,3286,2110,2847,1282,63,25,5062,4492,4000,4235,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Feb-25,64666.7,3073,2458,1444,3328,3203,3096,4189,2379,3321,3212,3183,3289,3269,3280,3087,3138,1865,7137,2479,2922,17632,426,408,7380,4436,8531,3358,3136.3,2780.7,995.9,26966,11704.7
Mukono District,Mukono District,Mar-25,64666.7,3183,2742,1519,3512,3349,3391,4352,2311,3451,3292,3354,3428,3238,3328,3326,3180,1954,3017,2152,2536,1153,336,222,6671,3367,5374,3510,3136.3,2780.7,995.9,26966,11704.7
